s,map,is_failed,is_success,iter,elapsed,f_err
1,220,0,0,200,4.78996,0.703596
1,219,0,0,200,4.68779,1.45786
1,218,0,0,200,4.92148,3.90523
1,217,0,1,153,3.55278,0.0872042
1,216,0,1,134,3.14739,0.0817857
1,215,0,0,200,4.88438,1.86172
1,214,0,1,70,1.66411,0.0959422
1,213,0,0,200,4.99922,1.11036
1,212,0,0,200,4.83491,1.41485
1,211,0,0,200,4.91184,1.60945
1,210,0,0,200,4.82926,0.439504
1,209,0,0,200,5.12036,0.529294
1,208,0,0,200,4.98029,1.05226
1,207,0,1,137,3.44725,0.078298
1,206,0,0,200,4.61508,4.08441
1,205,0,0,200,4.52148,1.08209
1,204,0,0,200,4.87485,1.52176
1,203,0,0,200,4.7265,1.14598
1,202,0,1,123,3.08618,0.094362
1,201,0,1,141,3.39065,0.0762923
1,200,0,0,200,4.8246,1.22061
1,199,0,0,200,4.70775,1.2743
1,198,0,0,200,4.88536,0.694891
1,197,0,0,200,4.83034,2.22544
1,196,0,0,200,4.84139,0.558344
1,195,0,0,200,4.74152,1.01846
1,194,0,1,172,4.17904,0.0914963
1,193,0,1,195,4.67758,0.0743963
1,192,0,1,111,2.68719,0.062346
1,191,0,1,108,2.5026,0.0837583
1,190,0,0,200,4.69124,2.95154
1,189,0,0,200,4.83229,1.56444
1,188,0,0,200,4.63452,0.563033
1,187,0,1,51,1.18891,0.0866704
1,186,0,0,200,4.65705,3.86136
1,185,0,0,200,4.74636,1.3001
1,184,0,0,200,4.44108,0.227501
1,183,0,1,169,3.80834,0.0842446
1,182,0,1,70,1.54455,0.0500781
1,181,0,1,78,1.72159,0.0882701
1,180,0,0,200,4.46196,4.61598
1,179,0,1,68,1.50617,0.0990594
1,178,0,0,200,4.50235,0.132885
1,177,0,0,200,4.56948,0.310424
1,176,0,0,200,4.51019,0.538089
1,175,0,1,86,1.86692,0.0506572
1,174,0,0,200,4.49141,1.1402
1,173,0,1,138,3.17619,0.0835253
1,172,0,0,200,4.4977,1.25617
1,171,0,0,200,4.52032,0.666231
1,170,0,1,164,3.67211,0.0889156
1,169,0,0,200,4.46834,0.211553
1,168,0,1,193,4.32931,0.0343782
1,167,0,0,200,4.45858,1.49406
1,166,0,0,200,4.6299,3.15631
1,165,0,0,200,4.53023,2.75043
1,164,0,0,200,4.46053,3.37601
1,163,0,0,200,4.49463,2.43053
1,162,0,0,200,4.41097,0.683291
1,161,0,0,200,4.45544,2.46028
1,160,0,0,200,4.43992,0.763619
1,159,0,1,136,3.07189,0.0867859
1,158,0,1,100,2.2022,0.0378258
1,157,0,0,200,4.48075,2.56055
1,156,0,1,92,2.17058,0.0985532
1,155,0,0,200,4.52423,1.59387
1,154,0,1,154,3.45257,0.0790249
